Entry	Status	Ensembl transcript	Gene names  (primary )	3D	Cross-reference (InterPro)	Organism
Q96KN2	reviewed	ENST00000358821;	CNDP1	X-ray crystallography (1)	IPR001261;IPR017153;IPR002933;IPR011650;	Homo sapiens (Human)
Q9UKF6	reviewed	ENST00000238112;	CPSF3	Electron microscopy (1); X-ray crystallography (3)	IPR022712;IPR021718;IPR001279;IPR036866;IPR011108;	Homo sapiens (Human)
O60494	reviewed	ENST00000377833;	CUBN	X-ray crystallography (2)	IPR000859;IPR028876;IPR001881;IPR000742;IPR000152;IPR018097;IPR024731;IPR009030;IPR035914;	Homo sapiens (Human)
Q8WWM9	reviewed	ENST00000293230;	CYGB	X-ray crystallography (9)	IPR000971;IPR009050;IPR012292;IPR013314;	Homo sapiens (Human)
Q9UGP5	reviewed	ENST00000299206 [Q9UGP5-1];ENST00000370162 [Q9UGP5-1];ENST00000370169 [Q9UGP5-1];ENST00000628479 [Q9UGP5-2];	POLL	X-ray crystallography (56); NMR spectroscopy (2)	IPR001357;IPR036420;IPR002054;IPR019843;IPR010996;IPR028207;IPR018944;IPR027421;IPR037160;IPR022312;IPR002008;IPR043519;IPR029398;	Homo sapiens (Human)
P41238	reviewed	ENST00000229304;	APOBEC1	X-ray crystallography (1)	IPR016192;IPR041547;IPR002125;IPR016193;	Homo sapiens (Human)
Q8WW27	reviewed	ENST00000308641;	APOBEC4		IPR038953;IPR013158;IPR002125;	Homo sapiens (Human)
Q13085	reviewed	ENST00000611803 [Q13085-2];ENST00000612895 [Q13085-2];ENST00000613687 [Q13085-1];ENST00000614428 [Q13085-1];ENST00000616317 [Q13085-4];ENST00000617649 [Q13085-3];ENST00000619487 [Q13085-4];ENST00000621312 [Q13085-3];	ACACA	Electron microscopy (3); X-ray crystallography (3)	IPR034733;IPR013537;IPR011761;IPR013815;IPR005481;IPR001882;IPR011764;IPR005482;IPR000089;IPR005479;IPR029045;IPR011763;IPR011762;IPR016185;IPR011054;IPR011053;	Homo sapiens (Human)
Q16853	reviewed	ENST00000308423 [Q16853-1];ENST00000591562 [Q16853-3];ENST00000613571 [Q16853-2];ENST00000617500 [Q16853-3];	AOC3	X-ray crystallography (10)	IPR000269;IPR015798;IPR036460;IPR016182;IPR015800;IPR015802;	Homo sapiens (Human)
Q8TF62	reviewed	ENST00000284509;ENST00000559829;	ATP8B4		IPR030348;IPR023299;IPR018303;IPR023298;IPR008250;IPR036412;IPR023214;IPR006539;IPR032631;IPR001757;IPR032630;IPR044492;	Homo sapiens (Human)
O95861	reviewed	ENST00000322067 [O95861-1];ENST00000414869 [O95861-4];ENST00000469520 [O95861-1];ENST00000544404 [O95861-3];	BPNT1	X-ray crystallography (1)	IPR020583;IPR000760;IPR020550;	Homo sapiens (Human)
Q9UBV7	reviewed	ENST00000029410;	B4GALT7	X-ray crystallography (2)	IPR003859;IPR027791;IPR027995;IPR029044;	Homo sapiens (Human)
Q99643	reviewed	ENST00000342751 [Q99643-2];ENST00000367975 [Q99643-1];ENST00000392169 [Q99643-5];ENST00000432287 [Q99643-3];ENST00000513009 [Q99643-4];	SDHC		IPR034804;IPR018495;IPR014314;IPR000701;	Homo sapiens (Human)
Q8IZ52	reviewed	ENST00000243776 [Q8IZ52-1];ENST00000535926 [Q8IZ52-4];	CHPF		IPR008428;	Homo sapiens (Human)
A0A0U1RRI6	reviewed	ENST00000417339;	CENPVL3		IPR006913;IPR011057;	Homo sapiens (Human)
P13942	reviewed	ENST00000383087 [P13942-6];ENST00000383088 [P13942-9];ENST00000395194 [P13942-9];ENST00000439039 [P13942-9];ENST00000447741 [P13942-9];ENST00000452937 [P13942-9];ENST00000549811 [P13942-1];ENST00000551542 [P13942-8];	COL11A2		IPR008160;IPR013320;IPR000885;IPR001791;	Homo sapiens (Human)
Q96L46	reviewed	ENST00000457326;	CAPNS2		IPR011992;IPR002048;	Homo sapiens (Human)
Q9NYL5	reviewed	ENST00000275016;	CYP39A1		IPR001128;IPR024204;IPR002403;IPR036396;	Homo sapiens (Human)
O43174	reviewed	ENST00000224356 [O43174-1];ENST00000371531 [O43174-2];	CYP26A1		IPR001128;IPR017972;IPR002403;IPR036396;	Homo sapiens (Human)
P05181	reviewed	ENST00000252945;ENST00000463117;	CYP2E1	X-ray crystallography (6)	IPR001128;IPR017972;IPR002401;IPR008070;IPR036396;	Homo sapiens (Human)
U3KPV4	reviewed	ENST00000442999;	A3GALT2		IPR005076;IPR029044;	Homo sapiens (Human)
P19021	reviewed	ENST00000304400 [P19021-5];ENST00000346918 [P19021-4];ENST00000348126 [P19021-2];ENST00000438793 [P19021-1];ENST00000455264 [P19021-3];	PAM		IPR011042;IPR014784;IPR020611;IPR014783;IPR000323;IPR036939;IPR024548;IPR001258;IPR013017;IPR000720;IPR008977;	Homo sapiens (Human)
Q9UKV8	reviewed	ENST00000220592 [Q9UKV8-1];ENST00000519980 [Q9UKV8-2];	AGO2	X-ray crystallography (37)	IPR028602;IPR014811;IPR032472;IPR032473;IPR032474;IPR003100;IPR036085;IPR003165;IPR012337;IPR036397;	Homo sapiens (Human)
P08319	reviewed	ENST00000265512 [P08319-1];ENST00000505590 [P08319-2];ENST00000508393 [P08319-2];	ADH4	X-ray crystallography (1)	IPR013149;IPR013154;IPR002328;IPR011032;IPR036291;IPR020843;IPR028632;	Homo sapiens (Human)
Q13443	reviewed	ENST00000379917 [Q13443-2];ENST00000487273 [Q13443-1];	ADAM9	Model (1)	IPR006586;IPR018358;IPR001762;IPR036436;IPR000742;IPR024079;IPR001590;IPR002870;IPR034027;	Homo sapiens (Human)
Q5XXA6	reviewed	ENST00000316296 [Q5XXA6-3];ENST00000355303 [Q5XXA6-1];ENST00000530676 [Q5XXA6-2];	ANO1		IPR032394;IPR007632;IPR031287;	Homo sapiens (Human)
A6NF34	reviewed	ENST00000620264;	ANTXRL		IPR008400;IPR002035;IPR036465;	Homo sapiens (Human)
P13928	reviewed	ENST00000577813 [P13928-2];ENST00000583911 [P13928-3];ENST00000585281 [P13928-1];	ANXA8	X-ray crystallography (2)	IPR001464;IPR018502;IPR018252;IPR037104;IPR009115;	Homo sapiens (Human)
P16870	reviewed	ENST00000402744 [P16870-1];	CPE		IPR008969;IPR034232;IPR000834;	Homo sapiens (Human)
Q13936	reviewed	ENST00000344100 [Q13936-14];ENST00000347598 [Q13936-11];ENST00000399591 [Q13936-29];ENST00000399595 [Q13936-25];ENST00000399597 [Q13936-22];ENST00000399601 [Q13936-20];ENST00000399603 [Q13936-37];ENST00000399606 [Q13936-30];ENST00000399621 [Q13936-24];ENST00000399629 [Q13936-32];ENST00000399637 [Q13936-27];ENST00000399638 [Q13936-31];ENST00000399641 [Q13936-23];ENST00000399644 [Q13936-21];ENST00000399649 [Q13936-15];ENST00000399655 [Q13936-12];ENST00000402845 [Q13936-13];ENST00000642583 [Q13936-29];ENST00000643038 [Q13936-11];ENST00000643138 [Q13936-22];ENST00000643701 [Q13936-15];ENST00000643858 [Q13936-14];ENST00000644048 [Q13936-31];ENST00000644235 [Q13936-12];ENST00000644369 [Q13936-23];ENST00000644660 [Q13936-20];ENST00000644691 [Q13936-30];ENST00000644891 [Q13936-32];ENST00000645584 [Q13936-24];ENST00000645965 [Q13936-27];ENST00000646257 [Q13936-21];ENST00000647062 [Q13936-13];ENST00000647327 [Q13936-37];ENST00000647521 [Q13936-25];	CACNA1C	X-ray crystallography (15); NMR spectroscopy (2)	IPR031688;IPR031649;IPR005821;IPR014873;IPR005451;IPR005446;IPR002077;IPR027359;	Homo sapiens (Human)
Q5U5Z8	reviewed	ENST00000525123 [Q5U5Z8-1];ENST00000645431 [Q5U5Z8-1];	AGBL2		IPR040626;IPR000834;	Homo sapiens (Human)
P05093	reviewed	ENST00000369887;	CYP17A1	Model (1); X-ray crystallography (13)	IPR001128;IPR017972;IPR002401;IPR036396;	Homo sapiens (Human)
Q9HBI6	reviewed	ENST00000248041;ENST00000402119;	CYP4F11		IPR001128;IPR017972;IPR002401;IPR036396;	Homo sapiens (Human)
P28340	reviewed	ENST00000440232;ENST00000599857;ENST00000601098;	POLD1	Electron microscopy (5)	IPR006172;IPR017964;IPR006133;IPR006134;IPR043502;IPR042087;IPR023211;IPR012337;IPR036397;IPR025687;	Homo sapiens (Human)
P42892	reviewed	ENST00000264205 [P42892-4];ENST00000357071 [P42892-2];ENST00000374893 [P42892-1];ENST00000415912 [P42892-3];	ECE1	X-ray crystallography (1)	IPR029734;IPR024079;IPR000718;IPR018497;IPR042089;IPR008753;	Homo sapiens (Human)
P23634	reviewed	ENST00000341360 [P23634-2];ENST00000357681 [P23634-6];ENST00000367218 [P23634-2];	ATP2B4	NMR spectroscopy (2)	IPR022141;IPR006068;IPR004014;IPR023299;IPR018303;IPR023298;IPR008250;IPR036412;IPR023214;IPR006408;IPR001757;IPR044492;	Homo sapiens (Human)
P54132	reviewed	ENST00000355112;ENST00000680772;	BLM	X-ray crystallography (10); NMR spectroscopy (3)	IPR012532;IPR032439;IPR032437;IPR011545;IPR002464;IPR004589;IPR014001;IPR001650;IPR010997;IPR002121;IPR027417;IPR032284;IPR018982;IPR036388;IPR036390;	Homo sapiens (Human)
P00915	reviewed	ENST00000431316;ENST00000523022;ENST00000523953;ENST00000542576;	CA1	X-ray crystallography (40)	IPR001148;IPR036398;IPR023561;IPR018338;IPR018442;	Homo sapiens (Human)
Q16878	reviewed	ENST00000250535;	CDO1	X-ray crystallography (15)	IPR010300;IPR014710;IPR011051;	Homo sapiens (Human)
Q5VV42	reviewed	ENST00000274695 [Q5VV42-1];ENST00000378610 [Q5VV42-1];ENST00000613575 [Q5VV42-3];	CDKAL1		IPR006638;IPR005839;IPR020612;IPR013848;IPR038135;IPR006466;IPR007197;IPR023404;IPR002792;	Homo sapiens (Human)
Q9BWP8	reviewed	ENST00000236693 [Q9BWP8-9];ENST00000349077 [Q9BWP8-1];ENST00000382062 [Q9BWP8-3];ENST00000402794 [Q9BWP8-6];ENST00000402922 [Q9BWP8-7];ENST00000403096 [Q9BWP8-4];ENST00000404205 [Q9BWP8-8];ENST00000418971 [Q9BWP8-10];	COLEC11	X-ray crystallography (2)	IPR001304;IPR016186;IPR018378;IPR008160;IPR033990;IPR016187;	Homo sapiens (Human)
Q8IWT3	reviewed	ENST00000252050 [Q8IWT3-1];	CUL9	NMR spectroscopy (1)	IPR004939;IPR016024;IPR021097;IPR031222;IPR016157;IPR016158;IPR036317;IPR001373;IPR019559;IPR008979;IPR002867;IPR014722;IPR044066;IPR001841;IPR013083;IPR017907;	Homo sapiens (Human)
Q8NFT6	reviewed	ENST00000315005 [Q8NFT6-1];ENST00000393547 [Q8NFT6-2];	DBF4B		IPR006572;IPR038545;	Homo sapiens (Human)
Q9H4A9	reviewed	ENST00000393847 [Q9H4A9-1];ENST00000572888 [Q9H4A9-1];ENST00000575203 [Q9H4A9-3];	DPEP2		IPR000180;IPR028531;IPR032466;IPR008257;	Homo sapiens (Human)
Q6UWV6	reviewed	ENST00000328313;	ENPP7	X-ray crystallography (2)	IPR017850;IPR029895;IPR002591;	Homo sapiens (Human)
Q99502	reviewed	ENST00000340726 [Q99502-1];ENST00000388740 [Q99502-2];ENST00000388742 [Q99502-1];ENST00000419131 [Q99502-3];ENST00000645793 [Q99502-1];ENST00000647540 [Q99502-1];	EYA1		IPR006545;IPR042577;IPR038102;IPR028472;IPR028471;	Homo sapiens (Human)
O00167	reviewed	ENST00000327619 [O00167-1];ENST00000357410 [O00167-3];ENST00000497062 [O00167-2];	EYA2	X-ray crystallography (5)	IPR028473;IPR006545;IPR042577;IPR038102;IPR028472;IPR036412;	Homo sapiens (Human)
Q9UQ84	reviewed	ENST00000348581 [Q9UQ84-1];ENST00000366548 [Q9UQ84-1];ENST00000518483 [Q9UQ84-4];	EXO1	X-ray crystallography (15)	IPR036279;IPR032641;IPR037315;IPR008918;IPR029060;IPR006086;IPR006084;IPR019974;IPR006085;	Homo sapiens (Human)
Q9NW38	reviewed	ENST00000233741 [Q9NW38-1];ENST00000402135 [Q9NW38-2];	FANCL	X-ray crystallography (2)	IPR026848;IPR026850;IPR043898;IPR044037;IPR043003;IPR019162;IPR016135;IPR013083;	Homo sapiens (Human)
A9Z1Z3	reviewed		FER1L4		IPR000008;IPR035892;IPR037720;IPR037722;IPR037723;IPR037724;IPR037725;IPR030001;IPR012968;IPR037721;IPR012561;IPR032362;	Homo sapiens (Human)
P29992	reviewed	ENST00000078429;	GNA11	Electron microscopy (1)	IPR000654;IPR001019;IPR011025;IPR027417;	Homo sapiens (Human)
Q9H3R0	reviewed	ENST00000381306 [Q9H3R0-2];ENST00000381309 [Q9H3R0-1];ENST00000536108 [Q9H3R0-4];ENST00000543771 [Q9H3R0-3];	KDM4C	X-ray crystallography (7)	IPR034732;IPR003347;IPR003349;IPR040477;IPR002999;IPR011011;IPR001965;IPR013083;	Homo sapiens (Human)
P41229	reviewed	ENST00000375379 [P41229-2];ENST00000375383 [P41229-3];ENST00000375401 [P41229-1];ENST00000404049 [P41229-5];ENST00000452825 [P41229-4];	KDM5C	X-ray crystallography (1); NMR spectroscopy (1)	IPR001606;IPR036431;IPR003347;IPR003349;IPR013637;IPR019786;IPR004198;IPR011011;IPR001965;IPR019787;IPR013083;	Homo sapiens (Human)
Q9ULX7	reviewed	ENST00000369111;ENST00000647854;	CA14	X-ray crystallography (2)	IPR001148;IPR036398;IPR023561;IPR018431;	Homo sapiens (Human)
O43323	reviewed	ENST00000649637;	DHH	X-ray crystallography (5)	IPR001657;IPR001767;IPR009045;IPR000320;IPR003586;IPR003587;IPR036844;	Homo sapiens (Human)
P22413	reviewed	ENST00000647893;	ENPP1	X-ray crystallography (5); NMR spectroscopy (1)	IPR017850;IPR001604;IPR029890;IPR020821;IPR002591;IPR036024;IPR020436;IPR001212;	Homo sapiens (Human)
Q8N4A0	reviewed	ENST00000529983 [Q8N4A0-1];	GALNT4	X-ray crystallography (2)	IPR001173;IPR029044;IPR035992;IPR000772;	Homo sapiens (Human)
O75343	reviewed		GUCY1B2		IPR001054;IPR018297;IPR038158;IPR011644;IPR011645;IPR042463;IPR024096;IPR029787;	Homo sapiens (Human)
P23416	reviewed	ENST00000218075 [P23416-1];ENST00000355020 [P23416-2];ENST00000443437 [P23416-3];	GLRA2		IPR006028;IPR008127;IPR008129;IPR006202;IPR036734;IPR006201;IPR036719;IPR006029;IPR018000;	Homo sapiens (Human)
P22830	reviewed	ENST00000262093 [P22830-1];ENST00000652755 [P22830-2];	FECH	X-ray crystallography (23)	IPR001015;IPR019772;IPR033644;IPR033659;	Homo sapiens (Human)
P27695	reviewed	ENST00000216714;ENST00000398030;ENST00000555414;	APEX1	X-ray crystallography (48); NMR spectroscopy (2)	IPR004808;IPR020847;IPR020848;IPR036691;IPR005135;	Homo sapiens (Human)
Q5FYB1	reviewed	ENST00000328668 [Q5FYB1-1];ENST00000515301 [Q5FYB1-2];	ARSI		IPR017850;IPR024607;IPR000917;	Homo sapiens (Human)
Q9NR71	reviewed	ENST00000395526 [Q9NR71-1];	ASAH2	X-ray crystallography (1)	IPR006823;IPR038445;IPR031331;IPR031329;	Homo sapiens (Human)
Q96IY4	reviewed	ENST00000181383 [Q96IY4-1];	CPB2	X-ray crystallography (8)	IPR033849;IPR036990;IPR003146;IPR000834;	Homo sapiens (Human)
P15538	reviewed	ENST00000292427 [P15538-1];ENST00000517471 [P15538-2];	CYP11B1	X-ray crystallography (1)	IPR001128;IPR017972;IPR002399;IPR036396;	Homo sapiens (Human)
P16930	reviewed	ENST00000261755 [P16930-1];ENST00000407106 [P16930-1];ENST00000561421 [P16930-1];	FAH		IPR005959;IPR011234;IPR036663;IPR015377;IPR036462;	Homo sapiens (Human)
Q93099	reviewed	ENST00000283871;	HGD	X-ray crystallography (2)	IPR005708;IPR014710;IPR011051;	Homo sapiens (Human)
Q9NZ08	reviewed	ENST00000296754 [Q9NZ08-2];ENST00000443439 [Q9NZ08-1];	ERAP1	X-ray crystallography (11)	IPR042097;IPR033520;IPR024571;IPR034016;IPR001930;IPR014782;	Homo sapiens (Human)
Q16394	reviewed	ENST00000378204;	EXT1		IPR004263;IPR027670;IPR040911;IPR015338;IPR029044;	Homo sapiens (Human)
O43909	reviewed	ENST00000220562;	EXTL3		IPR004263;IPR040911;IPR015338;IPR029044;	Homo sapiens (Human)
A0FGR8	reviewed	ENST00000652148 [A0FGR8-2];	ESYT2	X-ray crystallography (3); NMR spectroscopy (1)	IPR000008;IPR035892;IPR037752;IPR037733;IPR037749;IPR031468;IPR039010;	Homo sapiens (Human)
Q99504	reviewed	ENST00000373863 [Q99504-3];ENST00000373871 [Q99504-1];ENST00000436342 [Q99504-4];ENST00000540618 [Q99504-5];	EYA3		IPR028479;IPR006545;IPR042577;IPR038102;IPR028472;	Homo sapiens (Human)
Q86US8	reviewed	ENST00000263073 [Q86US8-1];ENST00000354901 [Q86US8-3];ENST00000536871 [Q86US8-3];	SMG6	X-ray crystallography (4)	IPR018834;IPR019458;IPR029060;IPR002716;IPR011990;	Homo sapiens (Human)
Q2WGJ9	reviewed	ENST00000522917;	FER1L6		IPR000008;IPR035892;IPR037720;IPR037722;IPR037723;IPR037724;IPR037725;IPR030000;IPR012968;IPR037721;IPR012561;IPR032362;	Homo sapiens (Human)
P50213	reviewed	ENST00000299518 [P50213-1];	IDH3A	X-ray crystallography (13)	IPR019818;IPR004434;IPR024084;	Homo sapiens (Human)
P51553	reviewed	ENST00000217901 [P51553-1];ENST00000370092 [P51553-2];	IDH3G	X-ray crystallography (9)	IPR019818;IPR004434;IPR024084;	Homo sapiens (Human)
O75874	reviewed	ENST00000345146;ENST00000415913;ENST00000446179;	IDH1	Electron microscopy (2); X-ray crystallography (42)	IPR019818;IPR004790;IPR024084;	Homo sapiens (Human)
P48735	reviewed	ENST00000330062 [P48735-1];ENST00000540499 [P48735-2];	IDH2	X-ray crystallography (8)	IPR019818;IPR004790;IPR024084;	Homo sapiens (Human)
Q13907	reviewed	ENST00000381344 [Q13907-2];ENST00000429642 [Q13907-1];	IDI1	X-ray crystallography (4)	IPR011876;IPR015797;IPR000086;	Homo sapiens (Human)
P34913	reviewed	ENST00000380476 [P34913-2];ENST00000521400 [P34913-1];ENST00000521780 [P34913-3];	EPHX2	X-ray crystallography (102)	IPR029058;IPR000073;IPR000639;IPR036412;IPR006439;IPR011945;IPR041492;IPR023214;IPR023198;	Homo sapiens (Human)
Q8N428	reviewed	ENST00000337827 [Q8N428-1];ENST00000448469 [Q8N428-1];ENST00000553471 [Q8N428-2];ENST00000553669 [Q8N428-2];	GALNT16		IPR001173;IPR029044;IPR035992;IPR000772;	Homo sapiens (Human)
Q9HC16	reviewed	ENST00000407997 [Q9HC16-1];	APOBEC3G	X-ray crystallography (11); NMR spectroscopy (5)	IPR016192;IPR040551;IPR002125;IPR016193;	Homo sapiens (Human)
Q96HD9	reviewed	ENST00000255082;	ACY3		IPR016708;IPR007036;	Homo sapiens (Human)
Q9H013	reviewed	ENST00000257527 [Q9H013-2];ENST00000517905 [Q9H013-1];	ADAM19		IPR033596;IPR006586;IPR018358;IPR001762;IPR036436;IPR000742;IPR024079;IPR001590;IPR002870;IPR034027;	Homo sapiens (Human)
P19801	reviewed	ENST00000360937 [P19801-1];ENST00000416793 [P19801-2];ENST00000467291 [P19801-1];ENST00000493429 [P19801-1];	AOC1	X-ray crystallography (5)	IPR000269;IPR015798;IPR036460;IPR016182;IPR015800;IPR015802;	Homo sapiens (Human)
Q92485	reviewed	ENST00000373888 [Q92485-2];ENST00000373894 [Q92485-1];	SMPDL3B		IPR017064;IPR041805;IPR004843;IPR029052;	Homo sapiens (Human)
P20020	reviewed	ENST00000261173 [P20020-3];ENST00000359142 [P20020-2];ENST00000428670 [P20020-3];	ATP2B1	Electron microscopy (1)	IPR030320;IPR022141;IPR006068;IPR004014;IPR023299;IPR018303;IPR023298;IPR008250;IPR036412;IPR023214;IPR006408;IPR001757;IPR044492;	Homo sapiens (Human)
Q7Z3S7	reviewed	ENST00000382722 [Q7Z3S7-1];ENST00000545595 [Q7Z3S7-7];ENST00000585708 [Q7Z3S7-6];ENST00000586184 [Q7Z3S7-5];ENST00000588077 [Q7Z3S7-4];ENST00000642910 [Q7Z3S7-6];ENST00000644981 [Q7Z3S7-5];ENST00000645018 [Q7Z3S7-1];ENST00000645225 [Q7Z3S7-4];ENST00000646498 [Q7Z3S7-7];	CACNA2D4		IPR013680;IPR013608;IPR002035;IPR036465;	Homo sapiens (Human)
P00403	reviewed	ENST00000361739;	MT-CO2	Electron microscopy (1); X-ray crystallography (1)	IPR002429;IPR034210;IPR001505;IPR008972;IPR014222;IPR011759;IPR036257;	Homo sapiens (Human)
Q969S8	reviewed	ENST00000216271 [Q969S8-1];ENST00000349505 [Q969S8-2];ENST00000454936 [Q969S8-5];	HDAC10		IPR000286;IPR023801;IPR037138;IPR023696;	Homo sapiens (Human)
P12259	reviewed	ENST00000367797;	F5	Model (2); X-ray crystallography (6)	IPR009271;IPR011707;IPR033138;IPR008972;IPR000421;IPR024715;IPR008979;	Homo sapiens (Human)
Q9UBQ6	reviewed	ENST00000370113;ENST00000370114;	EXTL2		IPR004263;IPR015338;IPR029044;	Homo sapiens (Human)
O95677	reviewed	ENST00000355167 [O95677-4];ENST00000355286 [O95677-1];ENST00000431403 [O95677-2];ENST00000452339 [O95677-5];	EYA4		IPR028478;IPR006545;IPR042577;IPR038102;IPR028472;	Homo sapiens (Human)
P00740	reviewed	ENST00000218099 [P00740-1];ENST00000394090 [P00740-2];	F9	X-ray crystallography (39); NMR spectroscopy (4)	IPR017857;IPR035694;IPR001881;IPR000742;IPR000152;IPR018097;IPR035972;IPR000294;IPR012224;IPR009003;IPR043504;IPR001314;IPR001254;IPR018114;IPR033116;	Homo sapiens (Human)
Q09472	reviewed	ENST00000263253;	EP300	Electron microscopy (2); X-ray crystallography (27); NMR spectroscopy (7)	IPR001487;IPR036427;IPR018359;IPR031162;IPR013178;IPR003101;IPR036529;IPR009110;IPR014744;IPR037073;IPR010303;IPR038547;IPR035898;IPR013083;IPR000197;IPR000433;IPR043145;	Homo sapiens (Human)
Q8N539	reviewed	ENST00000372338 [Q8N539-1];ENST00000448616 [Q8N539-1];	FIBCD1	X-ray crystallography (2)	IPR036056;IPR014716;IPR014715;IPR002181;IPR020837;	Homo sapiens (Human)
Q15181	reviewed	ENST00000373232;	PPA1	X-ray crystallography (3)	IPR008162;IPR036649;	Homo sapiens (Human)
P15586	reviewed	ENST00000258145 [P15586-1];ENST00000542058 [P15586-2];	GNS		IPR017850;IPR012251;IPR015981;IPR024607;IPR000917;	Homo sapiens (Human)
P23415	reviewed	ENST00000274576 [P23415-2];ENST00000455880 [P23415-1];	GLRA1	X-ray crystallography (1); NMR spectroscopy (4)	IPR006028;IPR008127;IPR008128;IPR006202;IPR036734;IPR006201;IPR036719;IPR006029;IPR018000;	Homo sapiens (Human)
Q86SX6	reviewed	ENST00000331334;	GLRX5	X-ray crystallography (1); NMR spectroscopy (1)	IPR002109;IPR033658;IPR004480;IPR036249;	Homo sapiens (Human)
Q8TB92	reviewed	ENST00000274901 [Q8TB92-2];ENST00000308161 [Q8TB92-5];ENST00000370852 [Q8TB92-4];ENST00000398661 [Q8TB92-1];	HMGCLL1		IPR013785;IPR030021;IPR043594;IPR000891;	Homo sapiens (Human)
Q8IWL3	reviewed	ENST00000216027;	HSCB	X-ray crystallography (1)	IPR001623;IPR004640;IPR040682;IPR036386;IPR009073;IPR036869;	Homo sapiens (Human)
Q9H2U2	reviewed	ENST00000341695 [Q9H2U2-1];ENST00000348706 [Q9H2U2-3];ENST00000354147 [Q9H2U2-4];ENST00000432483 [Q9H2U2-6];	PPA2		IPR008162;IPR036649;	Homo sapiens (Human)
Q9Y4X5	reviewed	ENST00000379887;	ARIH1	Electron microscopy (4); X-ray crystallography (4); NMR spectroscopy (2)	IPR031127;IPR002867;IPR044066;IPR001841;IPR013083;	Homo sapiens (Human)
Q400G9	reviewed	ENST00000312371 [Q400G9-1];ENST00000407112 [Q400G9-2];	AMZ1		IPR024079;IPR012962;	Homo sapiens (Human)
Q6ICH7	reviewed	ENST00000215906;	ASPHD2		IPR007803;IPR027443;	Homo sapiens (Human)
Q6UWR7	reviewed	ENST00000296741;	ENPP6		IPR017850;IPR029889;IPR002591;	Homo sapiens (Human)
Q7L5Y1	reviewed	ENST00000383578 [Q7L5Y1-2];ENST00000647584 [Q7L5Y1-1];	ENOSF1	X-ray crystallography (1)	IPR036849;IPR029017;IPR029065;IPR034610;IPR018110;IPR013342;IPR013341;	Homo sapiens (Human)
O14638	reviewed	ENST00000357639;ENST00000414305;	ENPP3	X-ray crystallography (2)	IPR017850;IPR001604;IPR020821;IPR002591;IPR036024;IPR001212;	Homo sapiens (Human)
P09958	reviewed	ENST00000268171;ENST00000610579;ENST00000618099;ENST00000680053;	FURIN	X-ray crystallography (24); NMR spectroscopy (1)	IPR006212;IPR008979;IPR009030;IPR034182;IPR002884;IPR000209;IPR036852;IPR023827;IPR022398;IPR023828;IPR015500;IPR032815;IPR038466;	Homo sapiens (Human)
Q10471	reviewed	ENST00000366672 [Q10471-1];	GALNT2	X-ray crystallography (13)	IPR001173;IPR029044;IPR035992;IPR000772;	Homo sapiens (Human)
Q3T906	reviewed	ENST00000299314 [Q3T906-1];ENST00000549940 [Q3T906-2];	GNPTAB	NMR spectroscopy (1)	IPR010506;IPR018247;IPR002048;IPR041536;IPR035993;IPR000800;IPR031358;IPR021520;IPR031357;IPR031356;	Homo sapiens (Human)
O76003	reviewed	ENST00000331244;ENST00000368644;ENST00000481034;	GLRX3	X-ray crystallography (3); NMR spectroscopy (1)	IPR002109;IPR033658;IPR004480;IPR036249;IPR013766;	Homo sapiens (Human)
Q9Y2T3	reviewed	ENST00000238018 [Q9Y2T3-3];ENST00000358399 [Q9Y2T3-1];ENST00000475764 [Q9Y2T3-1];ENST00000545168 [Q9Y2T3-2];	GDA	X-ray crystallography (3)	IPR006680;IPR014311;IPR011059;IPR032466;	Homo sapiens (Human)
P22304	reviewed	ENST00000340855 [P22304-1];ENST00000370441 [P22304-2];ENST00000466323 [P22304-3];	IDS	X-ray crystallography (2)	IPR017850;IPR035874;IPR024607;IPR000917;	Homo sapiens (Human)
Q9BY66	reviewed	ENST00000317961 [Q9BY66-1];ENST00000382806 [Q9BY66-2];ENST00000541639 [Q9BY66-3];	KDM5D	NMR spectroscopy (2)	IPR001606;IPR036431;IPR003347;IPR003349;IPR013637;IPR019786;IPR004198;IPR011011;IPR001965;IPR019787;IPR013083;	Homo sapiens (Human)
