Organism	Gene Symbol	ID	Genetic Location	Genome Coordinates	Build	Associated Human Diseases	Abnormal Mouse Phenotypes	
mouse	Irf8	MGI:96395		Chr8:121463097-121483433 (+)	GRCm39	familial chronic myelocytic leukemia-like syndrome	growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | neoplasm	
mouse	Irgm2	MGI:1926262		Chr11:58105803-58113609 (+)	GRCm39		behavior/neurological | immune system | integument | mortality/aging | vision/eye	
mouse	Irs2	MGI:109334		Chr8:11034681-11058458 (-)	GRCm39	type 2 diabetes mellitus	adipose tissue | behavior/neurological | cardiovascular system | cellular | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | integument | mortality/aging | muscle | nervous system | pigmentation | renal/urinary system | reproductive system | vision/eye	
mouse	Irs4	MGI:1338009		ChrX:140493994-140508213 (-)	GRCm39		behavior/neurological | growth/size/body | homeostasis/metabolism | mortality/aging | reproductive system	
mouse	Irx1	MGI:1197515		Chr13:72106351-72111842 (-)	GRCm39		behavior/neurological | craniofacial | embryo | growth/size/body | homeostasis/metabolism | mortality/aging | respiratory system | skeleton	
mouse	Is(In8B2-8B3.1;6C1)1Tshir	MGI:97926		Chr6:68125501-74184556	GRCm39	chromosomal duplication syndrome	cardiovascular system | cellular | craniofacial | embryo | growth/size/body | limbs/digits/tail | mortality/aging | renal/urinary system | skeleton	
mouse	Isl2	MGI:109156	Chr9 C	Chr9:55445956-55453464 (+)	GRCm39		growth/size/body | mortality/aging | nervous system	
mouse	Islr2	MGI:2444277		Chr9:58103580-58111602 (-)	GRCm39		behavior/neurological | mortality/aging | nervous system	
mouse	Ist1	MGI:1919205		Chr8:110397957-110419892 (-)	GRCm39		behavior/neurological | cardiovascular system | hearing/vestibular/ear | mortality/aging	
mouse	Isx	MGI:1918847	Chr8 C2	Chr8:75599802-75620134 (+)	GRCm39		mortality/aging	
mouse	Isyna1	MGI:1919030		Chr8:71047131-71049940 (+)	GRCm39		mortality/aging	
mouse	Itch	MGI:1202301		Chr2:154975429-155068775 (+)	GRCm39		behavior/neurological | cellular | craniofacial | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | renal/urinary system | respiratory system | skeleton	
mouse	Itfg2	MGI:1915450		Chr6:128386407-128401873 (-)	GRCm39		growth/size/body | hematopoietic system | immune system | mortality/aging | vision/eye	
mouse	Itga3	MGI:96602		Chr11:94935300-94967627 (-)	GRCm39		behavior/neurological | cardiovascular system | growth/size/body | homeostasis/metabolism | immune system | integument | mortality/aging | nervous system | renal/urinary system | respiratory system	
mouse	Itga6	MGI:96605		Chr2:71617236-71688771 (+)	GRCm39	junctional epidermolysis bullosa Herlitz type	cardiovascular system | cellular | craniofacial | growth/size/body | hearing/vestibular/ear | hematopoietic system | immune system | integument | mortality/aging | neoplasm | nervous system | vision/eye	
mouse	Itga8	MGI:109442		Chr2:12111443-12306733 (-)	GRCm39		behavior/neurological | cardiovascular system | cellular | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | mortality/aging | nervous system | renal/urinary system | respiratory system	
mouse	Itga9	MGI:104756		Chr9:118435777-118730071 (+)	GRCm39	congenital chylothorax	cardiovascular system | growth/size/body | homeostasis/metabolism | immune system | mortality/aging | respiratory system | vision/eye	
mouse	Itga11	MGI:2442114		Chr9:62585108-62691264 (+)	GRCm39		behavior/neurological | cellular | craniofacial | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | skeleton	
mouse	Itgb1bp1	MGI:1306802		Chr12:21317247-21336285 (-)	GRCm39		craniofacial | growth/size/body | mortality/aging | skeleton | vision/eye	
mouse	Itgb1bp2	MGI:1353420	ChrX D	ChrX:100492694-100497147 (+)	GRCm39		cardiovascular system | homeostasis/metabolism | mortality/aging	
mouse	Itgb2	MGI:96611		Chr10:77366164-77401542 (+)	GRCm39	leukocyte adhesion deficiency 1 | psoriasis	cardiovascular system | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | pigmentation | skeleton | vision/eye	
mouse	Itgb3	MGI:96612		Chr11:104498826-104561302 (+)	GRCm39	Glanzmann's thrombasthenia | platelet-type bleeding disorder 16	cardiovascular system | cellular | digestive/alimentary system | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | renal/urinary system | reproductive system | skeleton | vision/eye	
mouse	Itgb4	MGI:96613		Chr11:115865551-115899238 (+)	GRCm39	junctional epidermolysis bullosa non-Herlitz type | junctional epidermolysis bullosa with pyloric atresia	behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | immune system | integument | mortality/aging | nervous system | renal/urinary system | respiratory system | taste/olfaction | vision/eye	
mouse	Itm2c	MGI:1927594		Chr1:85822231-85836419 (+)	GRCm39		homeostasis/metabolism | limbs/digits/tail | mortality/aging | skeleton	
mouse	Itpkb	MGI:109235	Chr1 H5	Chr1:180158050-180252367 (+)	GRCm39		behavior/neurological | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | integument | mortality/aging	
mouse	Ivd	MGI:1929242	Chr2 E4-E5	Chr2:118692440-118713390 (+)	GRCm39		mortality/aging | vision/eye	
mouse	Ivns1abp	MGI:2152389		Chr1:151220228-151240173 (+)	GRCm39		cardiovascular system | cellular | homeostasis/metabolism | mortality/aging | muscle | respiratory system	
mouse	Jade1	MGI:1925835		Chr3:41510169-41571299 (+)	GRCm39		mortality/aging | reproductive system	
mouse	Jag2	MGI:1098270		Chr12:112871439-112893396 (-)	GRCm39		craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | mortality/aging | nervous system | reproductive system | respiratory system | skeleton	
mouse	Jak1	MGI:96628		Chr4:101009564-101122479 (-)	GRCm39	systemic lupus erythematosus	behavior/neurological | cardiovascular system | craniofacial | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | renal/urinary system | respiratory system | skeleton	
mouse	Jak3	MGI:99928		Chr8:72129027-72143221 (+)	GRCm39	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, Nk cell-positive	behavior/neurological | cellular | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | mortality/aging | nervous system | vision/eye	
mouse	Jakmip2	MGI:1923467		Chr18:43664472-43820838 (-)	GRCm39		behavior/neurological | hearing/vestibular/ear | mortality/aging	
mouse	Jam2	MGI:1933820		Chr16:84571011-84622816 (+)	GRCm39		cardiovascular system | growth/size/body | hematopoietic system | homeostasis/metabolism | mortality/aging | nervous system | skeleton | vision/eye	
mouse	Jazf1	MGI:2141450		Chr6:52745782-53045616 (-)	GRCm39		cellular | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | mortality/aging | reproductive system	
mouse	Jcad	MGI:2685174		Chr18:4634878-4682869 (+)	GRCm39		cardiovascular system | growth/size/body | mortality/aging | neoplasm | vision/eye	
mouse	Jchain	MGI:96493		Chr5:88667668-88675750 (-)	GRCm39		digestive/alimentary system | endocrine/exocrine glands | hematopoietic system | immune system | integument | liver/biliary system | mortality/aging	
mouse	jg	MGI:96638					endocrine/exocrine glands | limbs/digits/tail | mortality/aging | reproductive system | skeleton	
mouse	Jhy	MGI:1918239	Chr9 B	Chr9:40806145-40875414 (-)	GRCm39		behavior/neurological | cellular | craniofacial | growth/size/body | mortality/aging | nervous system | skeleton	
mouse	Jmjd1c	MGI:1918614		Chr10:66932189-67092105 (+)	GRCm39		cellular | endocrine/exocrine glands | mortality/aging | reproductive system | skeleton | vision/eye	
mouse	Jph1	MGI:1891495	Chr1 A4	Chr1:17034784-17168113 (-)	GRCm39		behavior/neurological | mortality/aging | muscle	
mouse	jpl	MGI:3832061					behavior/neurological | mortality/aging | nervous system	
mouse	Kank1	MGI:2147707		Chr19:25214339-25411860 (+)	GRCm39		mortality/aging | nervous system | vision/eye	
mouse	Kansl2	MGI:1916862	Chr15 F2	Chr15:98415539-98432145 (-)	GRCm39		cardiovascular system | mortality/aging | nervous system	
mouse	Katnal1	MGI:2387638		Chr5:148808394-148865978 (-)	GRCm39		cardiovascular system | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | integument | mortality/aging | renal/urinary system | reproductive system | vision/eye	
mouse	Kcmf1	MGI:1921537	Chr6 C3	Chr6:72818097-72876962 (-)	GRCm39		mortality/aging	
mouse	Kcna2	MGI:96659		Chr3:107008462-107022321 (+)	GRCm39		behavior/neurological | growth/size/body | hematopoietic system | mortality/aging | nervous system | respiratory system	
mouse	Kcnab1	MGI:109155		Chr3:64856633-65285646 (+)	GRCm39		behavior/neurological | cardiovascular system | mortality/aging | nervous system	
mouse	Kcnab2	MGI:109239		Chr4:152475201-152562006 (-)	GRCm39	chromosome 1p36 deletion syndrome	behavior/neurological | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | mortality/aging | nervous system	
mouse	Kcnc3	MGI:96669		Chr7:44240088-44254178 (+)	GRCm39		behavior/neurological | mortality/aging | skeleton	
mouse	Kcnip1	MGI:1917607		Chr11:33579339-33943152 (-)	GRCm39		behavior/neurological | hematopoietic system | immune system | mortality/aging | nervous system	
mouse	Kcnj1	MGI:1927248		Chr9:32283789-32310493 (+)	GRCm39	Bartter disease type 2	behavior/neurological | cardiovascular system | growth/size/body | hematopoietic system | homeostasis/metabolism | integument | mortality/aging | renal/urinary system	
mouse	Kcnj2	MGI:104744		Chr11:110956990-110967647 (+)	GRCm39		behavior/neurological | cardiovascular system | craniofacial | digestive/alimentary system | growth/size/body | homeostasis/metabolism | limbs/digits/tail | mortality/aging | muscle | respiratory system | skeleton	
mouse	Kcnj6	MGI:104781		Chr16:94549495-94798560 (-)	GRCm39		behavior/neurological | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | nervous system | reproductive system	
mouse	Kcnj8	MGI:1100508		Chr6:142510563-142517340 (-)	GRCm39	coronary artery disease | hypertrichotic osteochondrodysplasia Cantu type	cardiovascular system | digestive/alimentary system | growth/size/body | immune system | mortality/aging | muscle | nervous system	
mouse	Kcnj10	MGI:1194504		Chr1:172168777-172201652 (+)	GRCm39	EAST syndrome	behavior/neurological | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | nervous system | renal/urinary system | vision/eye	
mouse	Kcnj11	MGI:107501		Chr7:45746547-45750376 (-)	GRCm39	permanent neonatal diabetes mellitus	adipose tissue | behavior/neurological | cardiovascular system | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | integument | mortality/aging | muscle | nervous system | pigmentation | renal/urinary system	
mouse	Kcnj13	MGI:3781032		Chr1:87314085-87322451 (-)	GRCm39		behavior/neurological | cardiovascular system | craniofacial | digestive/alimentary system | embryo | growth/size/body | mortality/aging | respiratory system | skeleton	
mouse	Kcnk2	MGI:109366		Chr1:188940127-189134470 (-)	GRCm39		behavior/neurological | cardiovascular system | homeostasis/metabolism | mortality/aging | nervous system	
mouse	Kcnma1	MGI:99923		Chr14:23342356-24055173 (-)	GRCm39		behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | nervous system | renal/urinary system | reproductive system	
mouse	Kcnn3	MGI:2153183	Chr3 F2	Chr3:89427471-89579801 (+)	GRCm39		mortality/aging | nervous system | reproductive system | respiratory system	
mouse	Kcnt1	MGI:1924627		Chr2:25753807-25808285 (+)	GRCm39	developmental and epileptic encephalopathy 14	behavior/neurological | growth/size/body | hematopoietic system | immune system | integument | mortality/aging | nervous system | renal/urinary system | vision/eye	
mouse	Kcp	MGI:2141640		Chr6:29473161-29507951 (-)	GRCm39		homeostasis/metabolism | mortality/aging | renal/urinary system	
mouse	Kctd1	MGI:1918269		Chr18:15101742-15284503 (-)	GRCm39		behavior/neurological | cardiovascular system | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | renal/urinary system | skeleton	
mouse	Kctd3	MGI:2444629		Chr1:188703292-188740038 (-)	GRCm39		embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | mortality/aging | renal/urinary system | vision/eye	
mouse	Kctd9	MGI:2145579		Chr14:67953536-67979760 (+)	GRCm39		behavior/neurological | cardiovascular system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging	
mouse	Kctd15	MGI:2385276		Chr7:34338439-34356157 (-)	GRCm39		behavior/neurological | embryo | growth/size/body | homeostasis/metabolism | mortality/aging	
mouse	Kctd19	MGI:3045294		Chr8:106109439-106140134 (-)	GRCm39		behavior/neurological | cellular | embryo | endocrine/exocrine glands | homeostasis/metabolism | mortality/aging | reproductive system	
mouse	Kdelr2	MGI:1914163	Chr5 G2	Chr5:143389593-143407656 (+)	GRCm39		craniofacial | digestive/alimentary system | growth/size/body | mortality/aging | skeleton	
mouse	Kdf1	MGI:1916323	Chr4 D3	Chr4:133246274-133258101 (+)	GRCm39		cellular | craniofacial | digestive/alimentary system | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | integument | limbs/digits/tail | mortality/aging | reproductive system | respiratory system	
mouse	Kdm3b	MGI:1923356	Chr18 B3	Chr18:34910100-34971713 (+)	GRCm39		behavior/neurological | cellular | embryo | growth/size/body | homeostasis/metabolism | integument | mortality/aging | reproductive system | skeleton	
mouse	Kdm5a	MGI:2136980		Chr6:120341085-120421535 (+)	GRCm39		behavior/neurological | cellular | growth/size/body | hematopoietic system | immune system | mortality/aging	
mouse	Kdm5c	MGI:99781	ChrX F2-F4	ChrX:151016016-151057531 (+)	GRCm39	syndromic X-linked intellectual disability Claes-Jensen type	behavior/neurological | cardiovascular system | embryo | growth/size/body | homeostasis/metabolism | mortality/aging | nervous system | reproductive system	
mouse	Kdm6b	MGI:2448492		Chr11:69289334-69304501 (-)	GRCm39		cardiovascular system | cellular | craniofacial | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | limbs/digits/tail | mortality/aging | muscle | nervous system | reproductive system | respiratory system | skeleton	
