Organism	Gene Symbol	ID	Genetic Location	Genome Coordinates	Build	Associated Human Diseases	Abnormal Mouse Phenotypes	
mouse	Ldlr	MGI:96765		Chr9:21634872-21661215 (+)	GRCm39	familial hypercholesterolemia | steatotic liver disease	adipose tissue | behavior/neurological | cardiovascular system | cellular | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | nervous system | pigmentation | vision/eye	
human	LECT2	HGNC:6550	Chr5 q31.1	Chr5:135922279-135954983 (-)	GRCh38	hepatocellular carcinoma | lung adenocarcinoma		
mouse	Lect2	MGI:1278342		Chr13:56690277-56696315 (-)	GRCm39		cellular | hematopoietic system | immune system | liver/biliary system	
human	LEP	HGNC:6553	Chr7 q32.1	Chr7:128241278-128257629 (+)	GRCh38	adult respiratory distress syndrome | alcohol dependence | alcoholic liver cirrhosis | chronic obstructive pulmonary disease | congenital leptin deficiency | hepatocellular carcinoma | hypertension | osteoporosis | rhinitis | type 2 diabetes mellitus		
mouse	Lep	MGI:104663		Chr6:29060220-29073875 (+)	GRCm39	abdominal obesity-metabolic syndrome | abdominal obesity-metabolic syndrome 1 | metabolic dysfunction-associated steatotic liver disease | obesity | steatotic liver disease | type 2 diabetes mellitus	adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
human	LEPR	HGNC:6554	Chr1 p31.3	Chr1:65420652-65641559 (+)	GRCh38	chronic obstructive pulmonary disease | coronary artery disease | dilated cardiomyopathy | hepatocellular carcinoma | hypertension | metabolic dysfunction-associated steatohepatitis | metabolic dysfunction-associated steatotic liver disease | obesity | obstructive sleep apnea | osteoporosis | type 2 diabetes mellitus		
mouse	Lepr	MGI:104993		Chr4:101574601-101672549 (+)	GRCm39	metabolic dysfunction-associated steatotic liver disease | obesity | type 2 diabetes mellitus	adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Lgals2	MGI:895068		Chr15:78735060-78739729 (-)	GRCm39		cellular | digestive/alimentary system | hematopoietic system | immune system	
mouse	Lgals3	MGI:96778	Chr14 C1	Chr14:47611317-47623624 (+)	GRCm39	steatotic liver disease	adipose tissue | behavior/neurological | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | neoplasm | nervous system | renal/urinary system | reproductive system | respiratory system | skeleton	
mouse	Lgals3bp	MGI:99554	Chr11 E	Chr11:118283573-118292787 (-)	GRCm39		homeostasis/metabolism | immune system	
mouse	Lgals9	MGI:109496		Chr11:78853805-78875750 (-)	GRCm39		cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | skeleton	
mouse	lgr	MGI:96781					growth/size/body | immune system | integument | pigmentation | vision/eye	
mouse	Lgr4	MGI:1891468		Chr2:109747992-109844602 (+)	GRCm39	glaucoma	adipose tissue | cardiovascular system | cellular | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | nervous system | renal/urinary system | reproductive system | vision/eye	
human	LHCGR	HGNC:6585	Chr2 p16.3	Chr2:48686774-48755730 (-)	GRCh38	breast cancer | familial male-limited precocious puberty | gonadal disease | Leydig cell hypoplasia | Leydig cell tumor		
mouse	Lhcgr	MGI:96783		Chr17:89023909-89099418 (-)	GRCm39		adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | nervous system | renal/urinary system | reproductive system | respiratory system	
human	LIAS	HGNC:16429	Chr4 p14	Chr4:39459004-39485109 (+)	GRCh38	pyruvate decarboxylase deficiency		
mouse	Lif	MGI:96787	Chr11 A1-A2	Chr11:4207587-4222514 (+)	GRCm39		behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | nervous system | reproductive system | skeleton | vision/eye	
human	LIG4	HGNC:6601	Chr13 q33.3	Chr13:108207439-108218368 (-)	GRCh38	colorectal cancer | DNA ligase IV deficiency | high grade glioma | multiple myeloma | pancreatic cancer | prostate cancer		
mouse	Lig4	MGI:1335098		Chr8:10020020-10027680 (-)	GRCm39	DNA ligase IV deficiency	behavior/neurological | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | neoplasm | nervous system | reproductive system	
mouse	Lilrb4a	MGI:102701	Chr10 B4	Chr10:51367052-51372707 (+)	GRCm39		cellular | hematopoietic system | homeostasis/metabolism | immune system | respiratory system	
mouse	Limk2	MGI:1197517		Chr11:3294256-3359189 (-)	GRCm39		adipose tissue | behavior/neurological | cardiovascular system | cellular | craniofacial | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | immune system | limbs/digits/tail | renal/urinary system | reproductive system | skeleton | vision/eye	
mouse	Lin28b	MGI:3584032		Chr10:45252713-45362410 (-)	GRCm39	neuroblastoma	behavior/neurological | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | muscle | neoplasm | nervous system | respiratory system	
mouse	Lipa	MGI:96789		Chr19:34469718-34504874 (-)	GRCm39	lysosomal acid lipase deficiency | Wolman disease	adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | nervous system | renal/urinary system | respiratory system	
mouse	Litaf	MGI:1929512	Chr16 B1-B3	Chr16:10777137-10810985 (-)	GRCm39	Charcot-Marie-Tooth disease type 1C	behavior/neurological | cellular | hematopoietic system | homeostasis/metabolism | immune system | nervous system	
human	LMBRD1	HGNC:23038	Chr6 q13	Chr6:69672757-69867236 (-)	GRCh38	methylmalonic aciduria and homocystinuria type cblF		
human	LMF1	HGNC:14154	Chr16 p13.3	Chr16:853634-981613 (-)	GRCh38	familial lipase maturation factor 1 deficiency		
human	LMNA	HGNC:6636	Chr1 q22	Chr1:156082573-156140081 (+)	GRCh38	arrhythmogenic right ventricular cardiomyopathy | atrioventricular block | autosomal dominant Emery-Dreifuss muscular dystrophy 2 | autosomal recessive Emery-Dreifuss muscular dystrophy 3 | cerebrovascular disease | Charcot-Marie-Tooth disease type 2B1 | congenital muscular dystrophy due to LMNA mutation | dilated cardiomyopathy | dilated cardiomyopathy 1A | dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome | Emery-Dreifuss muscular dystrophy | familial partial lipodystrophy | familial partial lipodystrophy type 2 | lipoatrophic diabetes mellitus | lipodystrophy | mandibuloacral dysplasia type A lipodystrophy | progeria | restrictive dermopathy 2 | type 2 diabetes mellitus | Werner syndrome		
mouse	Lmna	MGI:96794		Chr3:88388455-88413842 (-)	GRCm39	achalasia | Charcot-Marie-Tooth disease type 2B1 | congenital muscular dystrophy due to LMNA mutation | dilated cardiomyopathy 1A | Emery-Dreifuss muscular dystrophy | otitis media | progeria	adipose tissue | behavior/neurological | cardiovascular system | cellular | craniofacial | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | nervous system | pigmentation | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
human	LMNB1	HGNC:6637	Chr5 q23.2	Chr5:126776623-126837020 (+)	GRCh38	adult-onset autosomal dominant demyelinating leukodystrophy | primary autosomal recessive microcephaly		
mouse	Lmo4	MGI:109360		Chr3:143894291-143910981 (-)	GRCm39	anencephaly	behavior/neurological | cellular | craniofacial | embryo | growth/size/body | hearing/vestibular/ear | hematopoietic system | immune system | integument | mortality/aging | nervous system | respiratory system | skeleton | vision/eye	
human	LMOD1	HGNC:6647	Chr1 q32.1	Chr1:201896456-201946548 (-)	GRCh38	megacystis-microcolon-intestinal hypoperistalsis syndrome		
human	LMX1B	HGNC:6654	Chr9 q33.3	Chr9:126613928-126701032 (+)	GRCh38	nail-patella syndrome		
mouse	Lncucc1	MGI:3650741		Chr11:35240896-35241612 (+)	GRCm39		cellular | digestive/alimentary system | immune system | mortality/aging	
human	EZH2	HGNC:3527	Chr7 q36.1	Chr7:148807257-148884321 (-)	GRCh38	acute megakaryocytic leukemia | acute myeloid leukemia | B-cell lymphoma | cholangiocarcinoma | chronic myelomonocytic leukemia | colorectal adenocarcinoma | colorectal cancer | congestive heart failure | glioblastoma | hepatocellular carcinoma | lung cancer | myelodysplastic syndrome | myelofibrosis | oral squamous cell carcinoma | osteosarcoma | renal Wilms' tumor | stomach cancer | Weaver syndrome		
human	F2	HGNC:3535	Chr11 p11.2	Chr11:46719196-46739506 (+)	GRCh38	appendicitis | autoimmune hepatitis | carotid stenosis | celiac disease | cerebral infarction | coronary artery disease | dengue disease | eye disease | factor VIII deficiency | glomerulonephritis | hemophilia B | herpes zoster | myocardial infarction | osteonecrosis | pre-eclampsia | prothrombin deficiency | pulmonary embolism | retinal vein occlusion | sensorineural hearing loss | systemic lupus erythematosus | thrombophilia due to thrombin defect | thrombosis		
mouse	F2	MGI:88380		Chr2:91455665-91466759 (-)	GRCm39		adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | nervous system | skeleton	
mouse	F2r	MGI:101802		Chr13:95738311-95754995 (-)	GRCm39		cardiovascular system | cellular | digestive/alimentary system | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | limbs/digits/tail | liver/biliary system | mortality/aging | neoplasm | nervous system | renal/urinary system | reproductive system | skeleton	
mouse	F2rl1	MGI:101910		Chr13:95648240-95661735 (-)	GRCm39		behavior/neurological | cardiovascular system | cellular | endocrine/exocrine glands | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | nervous system | renal/urinary system | skeleton	
mouse	F3	MGI:88381		Chr3:121517186-121528697 (+)	GRCm39		behavior/neurological | cardiovascular system | cellular | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | muscle | nervous system | vision/eye	
human	F7	HGNC:3544	Chr13 q34	Chr13:113105788-113120685 (+)	GRCh38	acute pancreatitis | cerebral infarction | colorectal cancer | coronary artery disease | factor VII deficiency | hypertension | myocardial infarction | obesity | thrombocytopenia | type 1 diabetes mellitus | type 2 diabetes mellitus		
mouse	F11r	MGI:1321398	Chr1 H2	Chr1:171265129-171292161 (+)	GRCm39		cardiovascular system | immune system | mortality/aging	
mouse	Fadd	MGI:109324		Chr7:144132060-144136178 (-)	GRCm39		adipose tissue | cardiovascular system | cellular | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | mortality/aging | muscle | nervous system | reproductive system	
mouse	Fads2	MGI:1930079	Chr19 B	Chr19:10040129-10078867 (-)	GRCm39		behavior/neurological | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | renal/urinary system | reproductive system	
mouse	Fah	MGI:95482		Chr7:84234367-84255150 (-)	GRCm39	tyrosinemia type I	behavior/neurological | cardiovascular system | cellular | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | neoplasm | renal/urinary system | reproductive system | vision/eye	
mouse	Faim	MGI:1344387	Chr9 F1	Chr9:98868426-98884074 (+)	GRCm39		cardiovascular system | cellular | endocrine/exocrine glands | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging	
mouse	Fam3d	MGI:1201784	Chr14 A1	Chr14:14091019-14120836 (+)	GRCm39		behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | neoplasm	
mouse	Fam13a	MGI:1889842		Chr6:58910521-59001487 (-)	GRCm39		adipose tissue | behavior/neurological | growth/size/body | homeostasis/metabolism | immune system	
mouse	Fam20c	MGI:2136853		Chr5:138740836-138795818 (+)	GRCm39	rickets	behavior/neurological | cellular | craniofacial | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | limbs/digits/tail | mortality/aging | nervous system | renal/urinary system | reproductive system | skeleton | vision/eye	
mouse	Fan1	MGI:3045266		Chr7:63996506-64023843 (-)	GRCm39	karyomegalic interstitial nephritis	cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | renal/urinary system	
human	FANCF	HGNC:3587	Chr11 p14.3	Chr11:22622533-22625823 (-)	GRCh38	adenocarcinoma in situ | Fanconi anemia complementation group F | granulosa cell tumor		
human	FAS	HGNC:11920	Chr10 q23.31	Chr10:88953813-89029605 (+)	GRCh38	acute myeloid leukemia | adult T-cell leukemia/lymphoma | Alzheimer's disease | autoimmune lymphoproliferative syndrome | breast cancer | chronic myeloid leukemia | cystic fibrosis | HELLP syndrome | human immunodeficiency virus infectious disease | lymphoproliferative syndrome | melanoma | multiple sclerosis | nasal type extranodal NK/T-cell lymphoma | pre-eclampsia | prostate cancer | relapsing-remitting multiple sclerosis | renal cell carcinoma | rheumatoid arthritis | systemic lupus erythematosus | urinary bladder cancer		
mouse	Fas	MGI:95484		Chr19:34268066-34305172 (+)	GRCm39	autoimmune lymphoproliferative syndrome | Sjogren's syndrome | systemic lupus erythematosus	behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | pigmentation | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
